Serial Number,Chinese Full Name,English Name,Geological time,Other names,Notes,location,location,location,location,location,location,location,location,location,location,location,location,location,location,location,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
221005,贝克滩组,Beiketan Fm,Ch,,,xinjiang,,,,,,,,,,,,,,,砂岩,粗砂岩,细砂岩,粉砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221006,鳖盖子组,Biegaizi Fm,Ch,,,shaanxi,,,,,,,,,,,,,,,砂岩,石英砂岩,长石石英砂岩,杂砂岩,石英杂砂岩,板岩,粉砂质板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221007,兵马沟组,Bingmagou Fm,Ch,小沟背组,,henan,,,,,,,,,,,,,,,砾岩,底砾岩,砂岩,页岩,砂质页岩,粉砂质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221008,波瓦姆群,Bowamu Gr,Ch,,,xinjiang,,,,,,,,,,,,,,,砾岩,变质砾岩,片岩,云母片岩,黑云母片岩,二云母片岩,石英岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221009,泊仑干布拉克组,Bolunganbulake Fm,Ch,头道桥组,隶属于特克斯群,xinjiang,,,,,,,,,,,,,,,花岗岩,碎屑岩,泥岩,碳质泥岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221010,布卡吐维组,Bukatuwei Fm,Ch,,,xinjiang,,,,,,,,,,,,,,,玄武岩,凝灰岩,砾岩,砂岩,粗砂岩,石英岩状砂岩,粉砂岩,碳酸盐岩,白云岩,叠层石白云岩,燧石,板岩,灰色板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221011,测鱼群,Ceyu Gr,Ch,,,hebei,,,,,,,,,,,,,,,砂岩,石英砂岩,石英岩状砂岩,长石砂岩,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221012,常州沟组,Changzhougou Fm,Ch,长城石英岩、黄崖关组、云梦山组(？)、常州村组,,beijing,tianjin,hebei,shanxi,liaoning,henan,,,,,,,,,,砾岩,砂岩,粗砂岩,石英砂岩,石英岩状砂岩,页岩,砂质页岩,粉砂质页岩,白云岩,片麻岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221013,陈家涧组,Chenjiajian Fm,Ch,,,shaanxi,,,,,,,,,,,,,,,砂岩,石英砂岩,杂砂岩,石英杂砂岩,粘土,砂质粘土,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221014,串岭沟组,Chuanlinggou Fm,Ch,,山西区调队1972年引入，河南的串岭沟组，现已归入汝阳群白草坪组,beijing,tianjin,hebei,shanxi,liaoning,,,,,,,,,,,砂岩,细砂岩,粉砂岩,页岩,砂质页岩,粉砂质页岩,碳酸盐岩,白云岩,微晶白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221015,大红峪组,Dahongyu Fm,Ch,葫芦岛砂岩,山西可分为南井段、套掌段,beijing,tianjin,hebei,shanxi,liaoning,,,,,,,,,,,安山岩,粗面岩,碎屑岩,砾岩,砂岩,石英砂岩,石英岩状砂岩,长石石英砂岩,页岩,碳酸盐岩,白云岩,叠层石白云岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221016,大迫山组,Daposhan Fm,Ch,,,liaoning,,,,,,,,,,,,,,,碎屑岩,砂岩,石英砂岩,长石石英砂岩,碳酸盐岩,白云岩,细晶白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221017,都拉哈拉组,Dulahala Fm,Ch,,,Inner Mongolia,,,,,,,,,,,,,,,砾岩,砂岩,石英砂岩,长石石英砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221018,二道河组,Erdaohe Fm,Ch,,,henan,shaanxi,,,,,,,,,,,,,,砂岩,石英砂岩,长石石英砂岩,白云质砂岩,白云岩,角砾状白云岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221019,峨文岭组,Ewenling Fm,Ch,,,hainan,,,,,,,,,,,,,,,长石石英岩,片岩,云母片岩,石英片岩,云母石英片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221020,高山河群,Gaoshanhe Gr,Ch,,河南称为高山 河组,shanxi,henan,shaanxi,,,,,,,,,,,,,安山岩,砂岩,石英砂岩,铁质石英砂岩,页岩,白云岩,叠层石白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221021,高于庄组,Gaoyuzhuang Fm,Ch,,,liaoning,taiwan,,,,,,,,,,,,,,碎屑岩,砂岩,石英砂岩,长石石英砂岩,白云质砂岩,粉砂岩,粘土,粘土岩,页岩,含锰页岩,碳酸盐岩,白云质灰岩,白云岩,灰质白云岩,泥质白云岩,燧石,结核状燧石,片麻岩,斜长片麻岩,角闪斜长片麻岩,角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221022,戈枕村组,Gezhencun Fm,Ch,,,hainan,,,,,,,,,,,,,,,闪长岩,花岗闪长岩,片麻岩,斜长片麻岩,黑云斜长片麻岩,混合花岗闪长岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221023,古硐井群,Gudongjing Gr,Ch,,,Inner Mongolia,gansu,,,,,,,,,,,,,,安山岩,碎屑岩,砂岩,钙质砂岩,变安山岩,片岩,板岩,硅质板岩,千枚岩,石英片岩,石英岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221024,关门山组,Guanmenshan Fm,Ch,,,liaoning,,,,,,,,,,,,,,,碳酸盐岩,白云岩,细晶白云岩,砂屑白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221025,贺兰山群,Helanshan Gr,Ch,马峡口系,本名称命名于宁夏,gansu,ningxia,,,,,,,,,,,,,,片麻岩,变粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221026,红柳泉组,Hongliuquan Fm,Ch,,,xinjiang,,,,,,,,,,,,,,,砂岩,变质砂岩,片岩,片麻岩,石英片岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221027,葫芦河组,Huluhe Fm,Ch,,,gansu,,,,,,,,,,,,,,,砂岩,石英砂岩,岩屑石英砂岩,岩屑砂岩,粉砂岩,泥质粉砂岩,粘土,粘土岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221028,桦树沟组,Huashugou Fm,Ch,古浪峡组、龙孔组,隶属朱龙关群上部地层,gansu,,,,,,,,,,,,,,,碎屑岩,砂岩,细砂岩,石英砂岩,碳酸盐岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221029,湟中群,Huangzhong Gr,Ch,,,qinghai,,,,,,,,,,,,,,,砂岩,石英砂岩,粉砂岩,板岩,千枚岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221030,尖山组,Jianshan Fm,Ch,,,Inner Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221031,卡拉克尔组,Kalakeer Fm,Ch,,本组为博查特塔格群的最下部组级单位，又曾被称为赛拉加兹塔格岩系(为其中的一部分),xinjiang,,,,,,,,,,,,,,,砂岩,石英岩状砂岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221032,康庄子组,Kangzhuangzi Fm,Ch,,,liaoning,,,,,,,,,,,,,,,砂岩,石英砂岩,长石石英砂岩,白云岩,板岩,碳质板岩,粉砂质板岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221033,骆驼畔组,Luotuopan Fm,Ch,,,henan,,,,,,,,,,,,,,,砾岩,砂岩,石英砂岩,页岩,白云质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221035,马厂沟组,Machanggou Fm,Ch,泊仑干布拉克组,本组隶属于特克斯群,xinjiang,,,,,,,,,,,,,,,结晶灰岩,石英岩,大理岩,白云质大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221036,磨石沟组,Moshigou Fm,Ch,,属于湟中群,qinghai,,,,,,,,,,,,,,,碎屑岩,砂岩,石英岩状砂岩,片岩,千枚岩,石英片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221037,莫合西萨依组,Mohexisayi Fm,Ch,马厂沟组,特克斯群、莫合西萨依组,xinjiang,,,,,,,,,,,,,,,砾岩,砂岩,片岩,千枚岩,石英千枚岩,石英片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221038,葡萄峪组,Putaoyu Fm,Ch,,普峪、葡峪均是葡萄峪地名之误称，河南区测队(1977)已改为葡萄峪组,henan,,,,,,,,,,,,,,,砂岩,细砂岩,页岩,碳质页岩,砂质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221039,铅炉子沟群,Qianluzigou Gr,Ch,咸水井群,,gansu,,,,,,,,,,,,,,,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221040,青石坡组,Qingshipo Fm,Ch,,隶属于湟中群,qinghai,,,,,,,,,,,,,,,砂岩,粉砂岩,泥板岩,钙质板岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221041,汝阳群,Ruyang Gr,Ch,大石门石英岩、岱嵋寨层,伊阳县于1959年改称汝阳县,shanxi,henan,,,,,,,,,,,,,,碎屑岩,砾岩,砂岩,石英砂岩,长石石英砂岩,页岩,砂质页岩,粉砂质页岩,碳酸盐岩,白云岩,海绿石石英砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221042,赛图拉群,Saitula Gr,Ch,赛图那群,,xinjiang,,,,,,,,,,,,,,,霏细岩,凝灰岩,砾岩,砂岩,细砂岩,泥岩,变质砂岩,片岩,角岩,阳起石片岩,石英片岩,大理岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221043,三教堂组,Sanjiaotang Fm,Ch,,归汝阳群,henan,,,,,,,,,,,,,,,砂岩,石英砂岩,海绿石砂岩,粉砂岩,海绿石石英砂岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221044,书记沟组,Shujigou Fm,Ch,,,Inner Mongolia,,,,,,,,,,,,,,,碎屑岩,砾岩,砂岩,石英砂岩,粉砂岩,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221045,塔木契组,Tamuqi Fm,Ch,库松木切克群下亚群、库西姆契克群下亚群,,shanxi,xinjiang,,,,,,,,,,,,,,碳质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221046,特克斯群,Tekesi Gr,Ch,,,xinjiang,,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221047,甜水海群,Tianshuihai Gr,Ch,,,xinjiang,,,,,,,,,,,,,,,砂岩,长石砂岩,钙质砂岩,粉砂岩,钙质粉砂岩,硅质灰岩,变质长石砂岩,千枚岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221048,头道桥组,Toudaoqiao Fm,Ch,,隶属于特克斯群,xinjiang,,,,,,,,,,,,,,,泥岩,碳质泥岩,结晶灰岩,片岩,千枚岩,石英片岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221049,团山子组,Tuanshanzi Fm,Ch,庞家堡组,,tianjin,,,,,,,,,,,,,,,粗面岩,碎屑岩,砂岩,细砂岩,粉砂岩,钙质粉砂岩,页岩,砂质页岩,粉砂质页岩,碳酸盐岩,白云岩,微晶白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221050,五佛山群,Wufoshan Gr,Ch,,,henan,,,,,,,,,,,,,,,砂岩,石英砂岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221051,小庙组,Xiaomiao Fm,Ch,,隶属于金水口群,qinghai,,,,,,,,,,,,,,,长石石英岩,片岩,片麻岩,石英片岩,云母石英片岩,斜长片麻岩,黑云斜长片麻岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221052,兴隆山群,Xinglongshan Gr,Ch,,,gansu,,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,白云岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221053,秧田坝(岩)组,Yangtianba Fm,Ch,横丹群，阴平组、岸门口组,命名人未指定层型剖面。陕西区调队地层清理组1997年选定在陕西，归于碧口(岩)群上部(岩)组,shaanxi,gansu,,,,,,,,,,,,,,玄武岩,砾岩,底砾岩,砂岩,长石砂岩,岩屑长石砂岩,岩屑砂岩,杂砂岩,粉砂岩,变玄武岩,片岩,板岩,粉砂质板岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221054,杨吉布拉克群,Yangjibulake Gr,Ch,,本群可能为波瓦姆群可能为沿走向的相变，本群为靠上部层位,xinjiang,,,,,,,,,,,,,,,碎屑岩,砂岩,长石砂岩,粉砂岩,碳酸盐岩,变质砂岩,变质长石砂岩,片岩,千枚岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221055,云梦山组,Yun meng shan Fm,Ch,马山砾岩层、紫罗山砾岩层、莲溪寺层、武湾组,伊阳县于1959年改为汝阳县,shanxi,,,,,,,,,,,,,,,砾岩,砂岩,石英砂岩,页岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221056,增隆昌组,Zenglongchang Fm,Ch,,,Inner Mongolia,,,,,,,,,,,,,,,砂岩,石英砂岩,泥岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221057,扎斯勘赛河组,Zhasikansaihe Fm,Ch,,,xinjiang,,,,,,,,,,,,,,,火山角砾岩,凝灰岩,砂岩,粗砂岩,细砂岩,粉砂岩,泥岩,白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221058,赵家庄组,Zhaojiazhuang Fm,Ch,白草坪组,,hebei,shanxi,henan,,,,,,,,,,,,,砾岩,角砾岩,砂岩,含砾砂岩,页岩,白云岩,叠层石白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221059,朱龙关群,Zhulongguan Gr,Ch,,甘肃走廊南山南侧及托来南山，西入新疆,gansu,xinjiang,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221060,珠玛汗萨依组,Zhumahansayi Fm,Ch,,隶属特克斯群,xinjiang,,,,,,,,,,,,,,,砂岩,粉砂岩,泥质灰岩,片岩,片麻岩,千枚岩,石英片岩,钾长片麻岩,黑云钾长片麻岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280001,鱼洞子杂岩,Yudongzi Complex,Pt1，Ar,,,shaanxi,,,,,,,,,,,,,,,砾岩,变火山岩,片岩,钠长绿泥片岩,石英片岩,石英岩,磁铁石英岩,浅粒岩,角闪岩,斜长角闪岩,混合岩,混合岩化斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280002,哀牢山群,Ailaoshan Gr,Pt1-3,苍山群、瑶山群,一些研究者认为本群顶部尚包括底巴都组，与上覆大红山组平行不整合，与下伏接触关系不明(?)本群近年云南地矿局又改称哀牢山(岩)群,yunnan,,,,,,,,,,,,,,,辉石岩,透辉石岩,角闪石岩,辉长岩,辉绿岩,花岗岩,伟晶岩,盐岩,变辉绿岩,片岩,片麻岩,千枚岩,云母片岩,石墨片岩,绿泥石片岩,角闪片岩,角闪石片岩,斜长角闪片岩,绿片岩,黑云母片岩,矽线石黑云母片岩,石英片岩,黑云二长片麻岩,花岗片麻岩,矽线黑云片麻岩,斜长片麻岩,黑云斜长片麻岩,角闪斜长片麻岩,石榴黑云斜长片麻岩,石榴角闪斜长片麻岩,黑云角闪斜长片麻岩,正片麻岩,石英岩,变粒岩,黑云变粒岩,角闪斜长变粒岩,黑云斜长变粒岩,角闪岩,黑云角闪岩,斜长角闪岩,石榴斜长角闪岩,透辉斜长角闪岩,大理岩,金云母大理岩,混合岩,眼球状混合岩,条带状混合岩,阴影混合岩,条纹状混合岩,均质混合岩,混合花岗岩,
280003,张八岭(岩)群,Zhangbaling Gr,Pt1-3,,,jiangsu,anhui,,,,,,,,,,,,,,角斑岩,石英角斑岩,片岩,千枚岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280004,碧口(岩)群,Bikou Gr,Pt2-3(Ch1 AnZ),豆坝群、曾家河组、东房沟组、白杨沟组等,,sichuan,shaanxi,gansu,,,,,,,,,,,,,碳酸岩,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270001,魏集组,Weiji Fm,Pt3(Qn),,属淮河群(或宿县群),jiangsu,anhui,,,,,,,,,,,,,,粘土,水云母粘土,粘土岩,砾屑灰岩,白云岩,细晶白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270002,大网子组,Dawangzi Fm,Pt3-∈1,大乌苏河组,属倭勒根群,heilongjiang,,,,,,,,,,,,,,,碎屑岩,页岩,硅质页岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270003,嘎拉山组,Galashan Fm,Pt3-∈1,黑被子组,属落马湖群,,,,,,,,,,,,,,,,片岩,石英片岩,变粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270004,吉祥沟组,Jixianggou Fm,Pt3-∈1,房建组,属倭勒根群,jiangsu,,,,,,,,,,,,,,,微晶灰岩,片岩,板岩,千枚岩,石英片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270005,落马湖群,Luomahu Gr,Pt3-∈1,,王莹将姜春潮所建的落马湖变质岩群改称为落马湖群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270006,铁帽山组,Tie maoshan Fm,Pt3-∈1,,属落马湖群,heilongjiang,,,,,,,,,,,,,,,片岩,片麻岩,变粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270007,倭勒根群,Wolegen Gr,Pt3-∈1,零点群,,heilongjiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260001,苍山群,Cangshan Gr,Pt2-3,点苍山变质岩系,本群可能包括不同时代的地层体，待研究,yunnan,,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,片岩,片麻岩,石墨片岩,角闪片岩,变粒岩,大理岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260002,登相营群,Dengxiangying Gr,Pt2-3,喜德群,,sichuan,,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260003,丰垌口组,Fengdongkou Fm,Pt2-3,云开群中亚群,,guangdong,,,,,,,,,,,,,,,砂岩,石英砂岩,长石石英砂岩,粉砂岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260004,柳坝塘组,Liubatang Fm,Pt2-3,,属昆阳群上部的组,shanxi,yunnan,ningxia,,,,,,,,,,,,,砾岩,铁质砾岩,白云岩,板岩,泥质板岩,硅质板岩,粉砂质板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260005,罗罅组,Luoxia Fm,Pt2-3,,,guangdong,guangxi,,,,,,,,,,,,,,角闪石岩,片岩,绿帘石岩,云母片岩,石英片岩,云母石英片岩,石英岩,云母石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260006,宁多群,Ningduo Gr,Pt2-3,雄松群,,Tibet,qinghai,,,,,,,,,,,,,,片岩,片麻岩,石英片岩,斜长片麻岩,黑云斜长片麻岩,角闪斜长片麻岩,石榴黑云斜长片麻岩,石英岩,变粒岩,辉石变粒岩,大理岩,条带状大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260007,上两组,Shangliang Fm,Pt2-3,,陕西境内可进一步划分为王家河段(下部)和岳家河段(上部),shaanxi,,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260008,万宝沟群,Wanbaogou Gr,Pt2-3,,,qinghai,,,,,,,,,,,,,,,玄武岩,碳酸岩,凝灰岩,凝灰质砂岩,碎屑岩,岩屑砂岩,长石岩屑砂岩,粉砂岩,白云岩,变玄武岩,板岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260009,峡河(岩)群,Xiahe Gr,Pt2-3,,"本(岩)群自秦岭(岩)群中解体出来,其Sm-Nd同位素年龄为1605±76Ma(据裴先治，1994)",henan,shaanxi,,,,,,,,,,,,,,片岩,角闪片岩,斜长角闪片岩,石英片岩,钙质石英片岩,大理岩,条带状大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260010,云开群,Yunkai Gr,Pt2-3,,,guangdong,,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,片岩,云母片岩,石英片岩,石英岩,变粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001,后河(岩)群,Houhe Gr,Pt1-2,,原称火地垭群后河组,sichuan,shaanxi,,,,,,,,,,,,,,片麻岩,角闪岩,斜长角闪岩,混合岩,角砾状混合岩,混合片麻岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002,鸡蛋坪组,Jidanping Fm,Pt1-2,中熊耳组、焦园组,,shanxi,henan,,,,,,,,,,,,,,玢岩,石英斑岩,流纹岩,流纹斑岩,英安岩,碎屑岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250003,墨色同(岩)组,Mosetong Fm,Pt1-2,,,Tibet,,,,,,,,,,,,,,,片岩,片麻岩,角闪片岩,斜长角闪片岩,变粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250004,蛇绿岩组,Shelu(Ophiolite) Fm,Pt1-2,,有人认为，本组无地理名称，属非正式单位，建议改称察隅蛇绿岩,Tibet,,,,,,,,,,,,,,,片岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250005,铜厂街(岩)群,Tongchangjie Gr,Pt1-2,,本(岩)群为原1∶20万凤庆幅等所划分的下石炭统平掌组及部分泥盆系温泉组，1∶50万数字地质图编图组按构造-岩层单位建立铜厂街(岩)群,yunnan,,,,,,,,,,,,,,,片岩,千枚岩,角闪片岩,绿帘角闪片岩,石英片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250006,许山组,Xushan Fm,Pt1-2,下熊耳群、下熊耳组、下安山玢岩段、张合庙组,,shanxi,,,,,,,,,,,,,,,玄武岩,安山玄武岩,玢岩,安山岩,辉石安山岩,流纹岩,碎屑岩,砂岩,石英砂岩,长石石英砂岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250007,鄣公山组,Zhanggongshan Fm,Pt1-2,皇后组、漳前组、南山组,隶属双桥山群,anhui,jiangxi,,,,,,,,,,,,,,细碧岩,角斑岩,片岩,板岩,钙质板岩,千枚岩,石英千枚岩,云母片岩,石英片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250008,西阳河群,Xiyanghe Gr,Pt2(Pt1),熊耳群、同善镇火山岩,华北地区现已归于熊耳群,shanxi,henan,,,,,,,,,,,,,,安山岩,玄武安山岩,流纹岩,英安流纹岩,凝灰岩,砾岩,砂岩,页岩,泥页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230001,八里垭组,Baliya Fm,Pt3,,,hubei,,,,,,,,,,,,,,,砾岩,细砾岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230002,白竹组,Baizhu Fm,Pt3,,隶属于丹洲群,guangxi,,,,,,,,,,,,,,,砾岩,砂岩,粗砂岩,白云岩,变质砾岩,变质砂岩,片岩,千枚岩,石英千枚岩,钙质千枚岩,钙质片岩,滑石片岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230003,百合垄组,Baihelong Fm,Pt3,,,hunan,,,,,,,,,,,,,,,凝灰岩,砂岩,杂砂岩,石英杂砂岩,岩屑石英杂砂岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230004,板溪群,Banxi Gr,Pt3,东交群、官庄统、洪江系、马迹塘系、仙人界系、下江群、丹洲群等,贵州本群分为红子溪组、鹅家坳 组(或清水江组)；四川划为马底驿组(下)和五强溪组(上),sichuan,guizhou,,,,,,,,,,,,,,凝灰岩,碎屑岩,砾岩,砂岩,碳酸盐岩,变质砾岩,变质砂岩,板岩,绿色板岩,粉砂质板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230005,宝林冲组,Baolinchong Fm,Pt3,,,hunan,,,,,,,,,,,,,,,集块岩,安山质集块岩,火山角砾岩,凝灰岩,沉火山角砾岩,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
